percent_perturbed,perturbation,input,readable_output,model_type,tokenized_output,confidence,bleu_score,control_number
90,named organizations control,control_bpe_set/control_named_organization_90.en.bpe,translations/out_control_named_organization_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_organization_90.es_en-es-non-shuffled.bpe,μ = 48.0 ± 0.6,48.0,82
100,named people control,control_bpe_set/control_named_person_100.en.bpe,translations/out_control_named_person_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_100.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,83
10,named people control,control_bpe_set/control_named_person_10.en.bpe,translations/out_control_named_person_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_10.es_en-es-non-shuffled.bpe,μ = 52.5 ± 0.7,52.6,83
20,named people control,control_bpe_set/control_named_person_20.en.bpe,translations/out_control_named_person_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_20.es_en-es-non-shuffled.bpe,μ = 52.5 ± 0.6,52.5,83
30,named people control,control_bpe_set/control_named_person_30.en.bpe,translations/out_control_named_person_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_30.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.5,83
40,named people control,control_bpe_set/control_named_person_40.en.bpe,translations/out_control_named_person_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_40.es_en-es-non-shuffled.bpe,μ = 52.4 ± 0.7,52.4,83
50,named people control,control_bpe_set/control_named_person_50.en.bpe,translations/out_control_named_person_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_50.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.6,52.3,83
60,named people control,control_bpe_set/control_named_person_60.en.bpe,translations/out_control_named_person_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_60.es_en-es-non-shuffled.bpe,μ = 52.3 ± 0.7,52.3,83
70,named people control,control_bpe_set/control_named_person_70.en.bpe,translations/out_control_named_person_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_70.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.6,52.2,83
80,named people control,control_bpe_set/control_named_person_80.en.bpe,translations/out_control_named_person_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_80.es_en-es-non-shuffled.bpe,μ = 52.2 ± 0.7,52.2,83
90,named people control,control_bpe_set/control_named_person_90.en.bpe,translations/out_control_named_person_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_named_person_90.es_en-es-non-shuffled.bpe,μ = 52.1 ± 0.7,52.1,83
100,prepositions control,control_bpe_set/control_prepositions_100.en.bpe,translations/out_control_prepositions_100.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_100.es_en-es-non-shuffled.bpe,μ = 36.2 ± 0.6,36.2,84
10,prepositions control,control_bpe_set/control_prepositions_10.en.bpe,translations/out_control_prepositions_10.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_10.es_en-es-non-shuffled.bpe,μ = 50.9 ± 0.7,50.9,84
20,prepositions control,control_bpe_set/control_prepositions_20.en.bpe,translations/out_control_prepositions_20.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_20.es_en-es-non-shuffled.bpe,μ = 49.2 ± 0.6,49.2,84
30,prepositions control,control_bpe_set/control_prepositions_30.en.bpe,translations/out_control_prepositions_30.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_30.es_en-es-non-shuffled.bpe,μ = 47.6 ± 0.6,47.6,84
40,prepositions control,control_bpe_set/control_prepositions_40.en.bpe,translations/out_control_prepositions_40.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_40.es_en-es-non-shuffled.bpe,μ = 46.0 ± 0.6,46.0,84
50,prepositions control,control_bpe_set/control_prepositions_50.en.bpe,translations/out_control_prepositions_50.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_50.es_en-es-non-shuffled.bpe,μ = 44.4 ± 0.7,44.5,84
60,prepositions control,control_bpe_set/control_prepositions_60.en.bpe,translations/out_control_prepositions_60.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_60.es_en-es-non-shuffled.bpe,μ = 42.7 ± 0.6,42.7,84
70,prepositions control,control_bpe_set/control_prepositions_70.en.bpe,translations/out_control_prepositions_70.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_70.es_en-es-non-shuffled.bpe,μ = 41.2 ± 0.6,41.2,84
80,prepositions control,control_bpe_set/control_prepositions_80.en.bpe,translations/out_control_prepositions_80.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_80.es_en-es-non-shuffled.bpe,μ = 39.5 ± 0.6,39.5,84
90,prepositions control,control_bpe_set/control_prepositions_90.en.bpe,translations/out_control_prepositions_90.es_en-es-non-shuffled.tok,en-es-non-shuffled,out_bpe_set/out_control_prepositions_90.es_en-es-non-shuffled.bpe,μ = 37.9 ± 0.6,37.9,84
100,articles control,control_bpe_set/control_articles_100.en.bpe,translations/out_control_articles_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_100.fr_shuffled.bpe,μ = 27.3 ± 0.7,27.3,85
10,articles control,control_bpe_set/control_articles_10.en.bpe,translations/out_control_articles_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_10.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,85
20,articles control,control_bpe_set/control_articles_20.en.bpe,translations/out_control_articles_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_20.fr_shuffled.bpe,μ = 32.7 ± 0.7,32.7,85
30,articles control,control_bpe_set/control_articles_30.en.bpe,translations/out_control_articles_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_30.fr_shuffled.bpe,μ = 31.8 ± 0.7,31.8,85
40,articles control,control_bpe_set/control_articles_40.en.bpe,translations/out_control_articles_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_40.fr_shuffled.bpe,μ = 31.4 ± 0.7,31.5,85
50,articles control,control_bpe_set/control_articles_50.en.bpe,translations/out_control_articles_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_50.fr_shuffled.bpe,μ = 30.6 ± 0.7,30.6,85
60,articles control,control_bpe_set/control_articles_60.en.bpe,translations/out_control_articles_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_60.fr_shuffled.bpe,μ = 30.0 ± 0.7,30.0,85
70,articles control,control_bpe_set/control_articles_70.en.bpe,translations/out_control_articles_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_70.fr_shuffled.bpe,μ = 29.1 ± 0.7,29.1,85
80,articles control,control_bpe_set/control_articles_80.en.bpe,translations/out_control_articles_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_80.fr_shuffled.bpe,μ = 28.7 ± 0.7,28.7,85
90,articles control,control_bpe_set/control_articles_90.en.bpe,translations/out_control_articles_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_articles_90.fr_shuffled.bpe,μ = 28.2 ± 0.6,28.2,85
100,demonstrative control,control_bpe_set/control_demonstratives_100.en.bpe,translations/out_control_demonstratives_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_100.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,86
10,demonstrative control,control_bpe_set/control_demonstratives_10.en.bpe,translations/out_control_demonstratives_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_10.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,86
20,demonstrative control,control_bpe_set/control_demonstratives_20.en.bpe,translations/out_control_demonstratives_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_20.fr_shuffled.bpe,μ = 34.0 ± 0.7,34.0,86
30,demonstrative control,control_bpe_set/control_demonstratives_30.en.bpe,translations/out_control_demonstratives_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_30.fr_shuffled.bpe,μ = 33.9 ± 0.7,33.9,86
40,demonstrative control,control_bpe_set/control_demonstratives_40.en.bpe,translations/out_control_demonstratives_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_40.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,86
50,demonstrative control,control_bpe_set/control_demonstratives_50.en.bpe,translations/out_control_demonstratives_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_50.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,86
60,demonstrative control,control_bpe_set/control_demonstratives_60.en.bpe,translations/out_control_demonstratives_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_60.fr_shuffled.bpe,μ = 33.7 ± 0.7,33.7,86
70,demonstrative control,control_bpe_set/control_demonstratives_70.en.bpe,translations/out_control_demonstratives_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_70.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,86
80,demonstrative control,control_bpe_set/control_demonstratives_80.en.bpe,translations/out_control_demonstratives_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_80.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,86
90,demonstrative control,control_bpe_set/control_demonstratives_90.en.bpe,translations/out_control_demonstratives_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_demonstratives_90.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,86
100,determiner control,control_bpe_set/control_determiners_100.en.bpe,translations/out_control_determiners_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_100.fr_shuffled.bpe,μ = 26.2 ± 0.6,26.2,87
10,determiner control,control_bpe_set/control_determiners_10.en.bpe,translations/out_control_determiners_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_10.fr_shuffled.bpe,μ = 33.5 ± 0.7,33.5,87
20,determiner control,control_bpe_set/control_determiners_20.en.bpe,translations/out_control_determiners_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_20.fr_shuffled.bpe,μ = 32.5 ± 0.7,32.5,87
30,determiner control,control_bpe_set/control_determiners_30.en.bpe,translations/out_control_determiners_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_30.fr_shuffled.bpe,μ = 32.0 ± 0.7,32.0,87
40,determiner control,control_bpe_set/control_determiners_40.en.bpe,translations/out_control_determiners_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_40.fr_shuffled.bpe,μ = 31.1 ± 0.7,31.1,87
50,determiner control,control_bpe_set/control_determiners_50.en.bpe,translations/out_control_determiners_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_50.fr_shuffled.bpe,μ = 30.0 ± 0.6,30.0,87
60,determiner control,control_bpe_set/control_determiners_60.en.bpe,translations/out_control_determiners_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_60.fr_shuffled.bpe,μ = 29.3 ± 0.6,29.3,87
70,determiner control,control_bpe_set/control_determiners_70.en.bpe,translations/out_control_determiners_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_70.fr_shuffled.bpe,μ = 28.7 ± 0.6,28.7,87
80,determiner control,control_bpe_set/control_determiners_80.en.bpe,translations/out_control_determiners_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_80.fr_shuffled.bpe,μ = 28.0 ± 0.6,28.0,87
90,determiner control,control_bpe_set/control_determiners_90.en.bpe,translations/out_control_determiners_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_determiners_90.fr_shuffled.bpe,μ = 27.1 ± 0.6,27.1,87
100,lemmatization control,control_bpe_set/control_lemmas_100.en.bpe,translations/out_control_lemmas_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_100.fr_shuffled.bpe,μ = 23.3 ± 0.6,23.3,88
10,lemmatization control,control_bpe_set/control_lemmas_10.en.bpe,translations/out_control_lemmas_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_10.fr_shuffled.bpe,μ = 33.1 ± 0.7,33.1,88
20,lemmatization control,control_bpe_set/control_lemmas_20.en.bpe,translations/out_control_lemmas_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_20.fr_shuffled.bpe,μ = 31.8 ± 0.7,31.8,88
30,lemmatization control,control_bpe_set/control_lemmas_30.en.bpe,translations/out_control_lemmas_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_30.fr_shuffled.bpe,μ = 30.8 ± 0.7,30.8,88
40,lemmatization control,control_bpe_set/control_lemmas_40.en.bpe,translations/out_control_lemmas_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_40.fr_shuffled.bpe,μ = 29.5 ± 0.7,29.5,88
50,lemmatization control,control_bpe_set/control_lemmas_50.en.bpe,translations/out_control_lemmas_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_50.fr_shuffled.bpe,μ = 28.7 ± 0.7,28.7,88
60,lemmatization control,control_bpe_set/control_lemmas_60.en.bpe,translations/out_control_lemmas_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_60.fr_shuffled.bpe,μ = 27.5 ± 0.7,27.5,88
70,lemmatization control,control_bpe_set/control_lemmas_70.en.bpe,translations/out_control_lemmas_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_70.fr_shuffled.bpe,μ = 26.3 ± 0.6,26.3,88
80,lemmatization control,control_bpe_set/control_lemmas_80.en.bpe,translations/out_control_lemmas_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_80.fr_shuffled.bpe,μ = 25.0 ± 0.6,25.0,88
90,lemmatization control,control_bpe_set/control_lemmas_90.en.bpe,translations/out_control_lemmas_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_lemmas_90.fr_shuffled.bpe,μ = 24.2 ± 0.6,24.2,88
100,all named entities control,control_bpe_set/control_named_allentities_100.en.bpe,translations/out_control_named_allentities_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_100.fr_shuffled.bpe,μ = 23.1 ± 0.6,23.1,89
10,all named entities control,control_bpe_set/control_named_allentities_10.en.bpe,translations/out_control_named_allentities_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_10.fr_shuffled.bpe,μ = 33.0 ± 0.7,33.0,89
20,all named entities control,control_bpe_set/control_named_allentities_20.en.bpe,translations/out_control_named_allentities_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_20.fr_shuffled.bpe,μ = 32.0 ± 0.7,32.0,89
30,all named entities control,control_bpe_set/control_named_allentities_30.en.bpe,translations/out_control_named_allentities_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_30.fr_shuffled.bpe,μ = 30.8 ± 0.7,30.8,89
40,all named entities control,control_bpe_set/control_named_allentities_40.en.bpe,translations/out_control_named_allentities_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_40.fr_shuffled.bpe,μ = 29.6 ± 0.7,29.6,89
50,all named entities control,control_bpe_set/control_named_allentities_50.en.bpe,translations/out_control_named_allentities_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_50.fr_shuffled.bpe,μ = 28.6 ± 0.7,28.6,89
60,all named entities control,control_bpe_set/control_named_allentities_60.en.bpe,translations/out_control_named_allentities_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_60.fr_shuffled.bpe,μ = 27.4 ± 0.7,27.4,89
70,all named entities control,control_bpe_set/control_named_allentities_70.en.bpe,translations/out_control_named_allentities_70.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_70.fr_shuffled.bpe,μ = 26.8 ± 0.6,26.8,89
80,all named entities control,control_bpe_set/control_named_allentities_80.en.bpe,translations/out_control_named_allentities_80.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_80.fr_shuffled.bpe,μ = 25.5 ± 0.6,25.5,89
90,all named entities control,control_bpe_set/control_named_allentities_90.en.bpe,translations/out_control_named_allentities_90.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_allentities_90.fr_shuffled.bpe,μ = 24.3 ± 0.6,24.3,89
100,cardinal numbers control,control_bpe_set/control_named_cardinal_100.en.bpe,translations/out_control_named_cardinal_100.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_100.fr_shuffled.bpe,μ = 32.9 ± 0.7,32.9,90
10,cardinal numbers control,control_bpe_set/control_named_cardinal_10.en.bpe,translations/out_control_named_cardinal_10.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_10.fr_shuffled.bpe,μ = 34.1 ± 0.7,34.1,90
20,cardinal numbers control,control_bpe_set/control_named_cardinal_20.en.bpe,translations/out_control_named_cardinal_20.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_20.fr_shuffled.bpe,μ = 34.0 ± 0.7,34.0,90
30,cardinal numbers control,control_bpe_set/control_named_cardinal_30.en.bpe,translations/out_control_named_cardinal_30.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_30.fr_shuffled.bpe,μ = 33.8 ± 0.7,33.8,90
40,cardinal numbers control,control_bpe_set/control_named_cardinal_40.en.bpe,translations/out_control_named_cardinal_40.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_40.fr_shuffled.bpe,μ = 33.6 ± 0.7,33.6,90
50,cardinal numbers control,control_bpe_set/control_named_cardinal_50.en.bpe,translations/out_control_named_cardinal_50.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_50.fr_shuffled.bpe,μ = 33.6 ± 0.8,33.6,90
60,cardinal numbers control,control_bpe_set/control_named_cardinal_60.en.bpe,translations/out_control_named_cardinal_60.fr_shuffled.tok,shuffled-en-fr,out_bpe_set/out_control_named_cardinal_60.fr_shuffled.bpe,μ = 33.4 ± 0.7,33.4,90
